MTU (CET/CEST),Day-ahead Price (EUR/MWh),Date,Hour,Weekday,Week,Month,Weekend
2024-01-02 09:00:00,54.23,2024-01-02,9,Tuesday,1,1,False
2024-01-02 10:00:00,50.0,2024-01-02,10,Tuesday,1,1,False
2024-01-02 11:00:00,52.2,2024-01-02,11,Tuesday,1,1,False
2024-01-02 12:00:00,45.0,2024-01-02,12,Tuesday,1,1,False
2024-01-02 13:00:00,43.0,2024-01-02,13,Tuesday,1,1,False
2024-01-02 14:00:00,43.0,2024-01-02,14,Tuesday,1,1,False
2024-01-02 15:00:00,40.99,2024-01-02,15,Tuesday,1,1,False
2024-01-02 16:00:00,43.66,2024-01-02,16,Tuesday,1,1,False
2024-01-02 17:00:00,52.2,2024-01-02,17,Tuesday,1,1,False
2024-01-02 18:00:00,57.77,2024-01-02,18,Tuesday,1,1,False
2024-01-02 19:00:00,62.45,2024-01-02,19,Tuesday,1,1,False
2024-01-02 20:00:00,58.0,2024-01-02,20,Tuesday,1,1,False
2024-01-02 21:00:00,47.9,2024-01-02,21,Tuesday,1,1,False
2024-01-02 22:00:00,41.67,2024-01-02,22,Tuesday,1,1,False
2024-01-02 23:00:00,21.42,2024-01-02,23,Tuesday,1,1,False
2024-01-03 00:00:00,1.29,2024-01-03,0,Wednesday,1,1,False
2024-01-03 01:00:00,0.1,2024-01-03,1,Wednesday,1,1,False
2024-01-03 02:00:00,-0.01,2024-01-03,2,Wednesday,1,1,False
2024-01-03 03:00:00,-0.05,2024-01-03,3,Wednesday,1,1,False
2024-01-03 04:00:00,-0.05,2024-01-03,4,Wednesday,1,1,False
2024-01-03 05:00:00,0.1,2024-01-03,5,Wednesday,1,1,False
2024-01-03 06:00:00,4.78,2024-01-03,6,Wednesday,1,1,False
2024-01-03 07:00:00,41.04,2024-01-03,7,Wednesday,1,1,False
2024-01-03 08:00:00,61.92,2024-01-03,8,Wednesday,1,1,False
2024-01-03 09:00:00,65.06,2024-01-03,9,Wednesday,1,1,False
2024-01-03 10:00:00,59.67,2024-01-03,10,Wednesday,1,1,False
2024-01-03 11:00:00,56.28,2024-01-03,11,Wednesday,1,1,False
2024-01-03 12:00:00,55.0,2024-01-03,12,Wednesday,1,1,False
2024-01-03 13:00:00,55.42,2024-01-03,13,Wednesday,1,1,False
2024-01-03 14:00:00,61.0,2024-01-03,14,Wednesday,1,1,False
2024-01-03 15:00:00,66.03,2024-01-03,15,Wednesday,1,1,False
2024-01-03 16:00:00,67.52,2024-01-03,16,Wednesday,1,1,False
2024-01-03 17:00:00,81.06,2024-01-03,17,Wednesday,1,1,False
2024-01-03 18:00:00,85.07,2024-01-03,18,Wednesday,1,1,False
2024-01-03 19:00:00,81.66,2024-01-03,19,Wednesday,1,1,False
2024-01-03 20:00:00,73.23,2024-01-03,20,Wednesday,1,1,False
2024-01-03 21:00:00,67.41,2024-01-03,21,Wednesday,1,1,False
2024-01-03 22:00:00,65.0,2024-01-03,22,Wednesday,1,1,False
2024-01-03 23:00:00,58.12,2024-01-03,23,Wednesday,1,1,False
2024-01-04 00:00:00,57.3,2024-01-04,0,Thursday,1,1,False
2024-01-04 01:00:00,50.46,2024-01-04,1,Thursday,1,1,False
2024-01-04 02:00:00,40.0,2024-01-04,2,Thursday,1,1,False
2024-01-04 03:00:00,25.48,2024-01-04,3,Thursday,1,1,False
2024-01-04 04:00:00,35.0,2024-01-04,4,Thursday,1,1,False
2024-01-04 05:00:00,57.73,2024-01-04,5,Thursday,1,1,False
2024-01-04 06:00:00,72.65,2024-01-04,6,Thursday,1,1,False
2024-01-04 07:00:00,85.02,2024-01-04,7,Thursday,1,1,False
2024-01-04 08:00:00,91.47,2024-01-04,8,Thursday,1,1,False
2024-01-04 09:00:00,94.2,2024-01-04,9,Thursday,1,1,False
2024-01-04 10:00:00,91.54,2024-01-04,10,Thursday,1,1,False
2024-01-04 11:00:00,89.95,2024-01-04,11,Thursday,1,1,False
2024-01-04 12:00:00,86.21,2024-01-04,12,Thursday,1,1,False
2024-01-04 13:00:00,85.96,2024-01-04,13,Thursday,1,1,False
2024-01-04 14:00:00,92.11,2024-01-04,14,Thursday,1,1,False
2024-01-04 15:00:00,98.62,2024-01-04,15,Thursday,1,1,False
2024-01-04 16:00:00,99.5,2024-01-04,16,Thursday,1,1,False
2024-01-04 17:00:00,100.0,2024-01-04,17,Thursday,1,1,False
2024-01-04 18:00:00,102.57,2024-01-04,18,Thursday,1,1,False
2024-01-04 19:00:00,100.7,2024-01-04,19,Thursday,1,1,False
2024-01-04 20:00:00,92.65,2024-01-04,20,Thursday,1,1,False
2024-01-04 21:00:00,81.07,2024-01-04,21,Thursday,1,1,False
2024-01-04 22:00:00,78.43,2024-01-04,22,Thursday,1,1,False
2024-01-04 23:00:00,86.89,2024-01-04,23,Thursday,1,1,False
2024-01-05 00:00:00,86.08,2024-01-05,0,Friday,1,1,False
2024-01-05 01:00:00,80.51,2024-01-05,1,Friday,1,1,False
2024-01-05 02:00:00,77.01,2024-01-05,2,Friday,1,1,False
2024-01-05 03:00:00,70.67,2024-01-05,3,Friday,1,1,False
2024-01-05 04:00:00,61.1,2024-01-05,4,Friday,1,1,False
2024-01-05 05:00:00,68.26,2024-01-05,5,Friday,1,1,False
2024-01-05 06:00:00,75.0,2024-01-05,6,Friday,1,1,False
2024-01-05 07:00:00,88.35,2024-01-05,7,Friday,1,1,False
2024-01-05 08:00:00,90.88,2024-01-05,8,Friday,1,1,False
2024-01-05 09:00:00,95.37,2024-01-05,9,Friday,1,1,False
2024-01-05 10:00:00,96.37,2024-01-05,10,Friday,1,1,False
2024-01-05 11:00:00,98.24,2024-01-05,11,Friday,1,1,False
2024-01-05 12:00:00,92.61,2024-01-05,12,Friday,1,1,False
2024-01-05 13:00:00,92.4,2024-01-05,13,Friday,1,1,False
2024-01-05 14:00:00,97.46,2024-01-05,14,Friday,1,1,False
2024-01-05 15:00:00,100.97,2024-01-05,15,Friday,1,1,False
2024-01-05 16:00:00,103.79,2024-01-05,16,Friday,1,1,False
2024-01-05 17:00:00,108.03,2024-01-05,17,Friday,1,1,False
2024-01-05 18:00:00,108.76,2024-01-05,18,Friday,1,1,False
2024-01-05 19:00:00,104.41,2024-01-05,19,Friday,1,1,False
2024-01-05 20:00:00,100.52,2024-01-05,20,Friday,1,1,False
2024-01-05 21:00:00,94.41,2024-01-05,21,Friday,1,1,False
2024-01-05 22:00:00,94.92,2024-01-05,22,Friday,1,1,False
2024-01-05 23:00:00,86.8,2024-01-05,23,Friday,1,1,False
2024-01-06 00:00:00,82.25,2024-01-06,0,Saturday,1,1,True
2024-01-06 01:00:00,80.2,2024-01-06,1,Saturday,1,1,True
2024-01-06 02:00:00,76.13,2024-01-06,2,Saturday,1,1,True
2024-01-06 03:00:00,73.01,2024-01-06,3,Saturday,1,1,True
2024-01-06 04:00:00,73.01,2024-01-06,4,Saturday,1,1,True
2024-01-06 05:00:00,74.59,2024-01-06,5,Saturday,1,1,True
2024-01-06 06:00:00,75.1,2024-01-06,6,Saturday,1,1,True
2024-01-06 07:00:00,81.39,2024-01-06,7,Saturday,1,1,True
2024-01-06 08:00:00,88.4,2024-01-06,8,Saturday,1,1,True
2024-01-06 09:00:00,92.23,2024-01-06,9,Saturday,1,1,True
2024-01-06 10:00:00,97.3,2024-01-06,10,Saturday,1,1,True
2024-01-06 11:00:00,100.41,2024-01-06,11,Saturday,1,1,True
2024-01-06 12:00:00,99.16,2024-01-06,12,Saturday,1,1,True
2024-01-06 13:00:00,90.18,2024-01-06,13,Saturday,1,1,True
2024-01-06 14:00:00,91.82,2024-01-06,14,Saturday,1,1,True
2024-01-06 15:00:00,87.3,2024-01-06,15,Saturday,1,1,True
2024-01-06 16:00:00,85.07,2024-01-06,16,Saturday,1,1,True
2024-01-06 17:00:00,104.3,2024-01-06,17,Saturday,1,1,True
2024-01-06 18:00:00,103.63,2024-01-06,18,Saturday,1,1,True
2024-01-06 19:00:00,99.0,2024-01-06,19,Saturday,1,1,True
2024-01-06 20:00:00,92.14,2024-01-06,20,Saturday,1,1,True
2024-01-06 21:00:00,88.0,2024-01-06,21,Saturday,1,1,True
2024-01-06 22:00:00,86.57,2024-01-06,22,Saturday,1,1,True
2024-01-06 23:00:00,79.87,2024-01-06,23,Saturday,1,1,True
2024-01-07 00:00:00,84.08,2024-01-07,0,Sunday,1,1,True
2024-01-07 01:00:00,79.82,2024-01-07,1,Sunday,1,1,True
2024-01-07 02:00:00,76.76,2024-01-07,2,Sunday,1,1,True
2024-01-07 03:00:00,73.46,2024-01-07,3,Sunday,1,1,True
2024-01-07 04:00:00,71.86,2024-01-07,4,Sunday,1,1,True
2024-01-07 05:00:00,72.08,2024-01-07,5,Sunday,1,1,True
2024-01-07 06:00:00,74.9,2024-01-07,6,Sunday,1,1,True
2024-01-07 07:00:00,77.69,2024-01-07,7,Sunday,1,1,True
2024-01-07 08:00:00,81.79,2024-01-07,8,Sunday,1,1,True
2024-01-07 09:00:00,84.86,2024-01-07,9,Sunday,1,1,True
2024-01-07 10:00:00,87.13,2024-01-07,10,Sunday,1,1,True
2024-01-07 11:00:00,89.12,2024-01-07,11,Sunday,1,1,True
2024-01-07 12:00:00,88.66,2024-01-07,12,Sunday,1,1,True
2024-01-07 13:00:00,84.81,2024-01-07,13,Sunday,1,1,True
2024-01-07 14:00:00,84.34,2024-01-07,14,Sunday,1,1,True
2024-01-07 15:00:00,88.01,2024-01-07,15,Sunday,1,1,True
2024-01-07 16:00:00,93.42,2024-01-07,16,Sunday,1,1,True
2024-01-07 17:00:00,101.77,2024-01-07,17,Sunday,1,1,True
2024-01-07 18:00:00,104.85,2024-01-07,18,Sunday,1,1,True
2024-01-07 19:00:00,103.55,2024-01-07,19,Sunday,1,1,True
2024-01-07 20:00:00,100.5,2024-01-07,20,Sunday,1,1,True
2024-01-07 21:00:00,93.31,2024-01-07,21,Sunday,1,1,True
2024-01-07 22:00:00,91.17,2024-01-07,22,Sunday,1,1,True
2024-01-07 23:00:00,83.86,2024-01-07,23,Sunday,1,1,True
2024-01-08 00:00:00,86.97,2024-01-08,0,Monday,2,1,False
2024-01-08 01:00:00,84.18,2024-01-08,1,Monday,2,1,False
2024-01-08 02:00:00,81.53,2024-01-08,2,Monday,2,1,False
2024-01-08 03:00:00,78.79,2024-01-08,3,Monday,2,1,False
2024-01-08 04:00:00,78.43,2024-01-08,4,Monday,2,1,False
2024-01-08 05:00:00,82.1,2024-01-08,5,Monday,2,1,False
2024-01-08 06:00:00,94.3,2024-01-08,6,Monday,2,1,False
2024-01-08 07:00:00,111.07,2024-01-08,7,Monday,2,1,False
2024-01-08 08:00:00,121.11,2024-01-08,8,Monday,2,1,False
2024-01-08 09:00:00,117.83,2024-01-08,9,Monday,2,1,False
2024-01-08 10:00:00,110.57,2024-01-08,10,Monday,2,1,False
2024-01-08 11:00:00,103.0,2024-01-08,11,Monday,2,1,False
2024-01-08 12:00:00,95.46,2024-01-08,12,Monday,2,1,False
2024-01-08 13:00:00,93.88,2024-01-08,13,Monday,2,1,False
2024-01-08 14:00:00,100.0,2024-01-08,14,Monday,2,1,False
2024-01-08 15:00:00,107.98,2024-01-08,15,Monday,2,1,False
2024-01-08 16:00:00,117.06,2024-01-08,16,Monday,2,1,False
2024-01-08 17:00:00,129.25,2024-01-08,17,Monday,2,1,False
2024-01-08 18:00:00,129.99,2024-01-08,18,Monday,2,1,False
2024-01-08 19:00:00,122.01,2024-01-08,19,Monday,2,1,False
2024-01-08 20:00:00,114.16,2024-01-08,20,Monday,2,1,False
2024-01-08 21:00:00,102.62,2024-01-08,21,Monday,2,1,False
2024-01-08 22:00:00,99.84,2024-01-08,22,Monday,2,1,False
2024-01-08 23:00:00,91.49,2024-01-08,23,Monday,2,1,False
2024-01-09 00:00:00,85.83,2024-01-09,0,Tuesday,2,1,False
2024-01-09 01:00:00,84.65,2024-01-09,1,Tuesday,2,1,False
2024-01-09 02:00:00,85.0,2024-01-09,2,Tuesday,2,1,False
2024-01-09 03:00:00,83.98,2024-01-09,3,Tuesday,2,1,False
2024-01-09 04:00:00,83.63,2024-01-09,4,Tuesday,2,1,False
2024-01-09 05:00:00,88.65,2024-01-09,5,Tuesday,2,1,False
2024-01-09 06:00:00,102.79,2024-01-09,6,Tuesday,2,1,False
2024-01-09 07:00:00,116.14,2024-01-09,7,Tuesday,2,1,False
2024-01-09 08:00:00,131.42,2024-01-09,8,Tuesday,2,1,False
2024-01-09 09:00:00,120.75,2024-01-09,9,Tuesday,2,1,False
2024-01-09 10:00:00,110.32,2024-01-09,10,Tuesday,2,1,False
2024-01-09 11:00:00,103.13,2024-01-09,11,Tuesday,2,1,False
2024-01-09 12:00:00,95.39,2024-01-09,12,Tuesday,2,1,False
2024-01-09 13:00:00,95.77,2024-01-09,13,Tuesday,2,1,False
2024-01-09 14:00:00,105.16,2024-01-09,14,Tuesday,2,1,False
2024-01-09 15:00:00,114.75,2024-01-09,15,Tuesday,2,1,False
2024-01-09 16:00:00,124.29,2024-01-09,16,Tuesday,2,1,False
2024-01-09 17:00:00,137.35,2024-01-09,17,Tuesday,2,1,False
2024-01-09 18:00:00,137.0,2024-01-09,18,Tuesday,2,1,False
2024-01-09 19:00:00,130.05,2024-01-09,19,Tuesday,2,1,False
2024-01-09 20:00:00,117.67,2024-01-09,20,Tuesday,2,1,False
2024-01-09 21:00:00,107.69,2024-01-09,21,Tuesday,2,1,False
2024-01-09 22:00:00,101.83,2024-01-09,22,Tuesday,2,1,False
2024-01-09 23:00:00,94.84,2024-01-09,23,Tuesday,2,1,False
2024-01-10 00:00:00,85.3,2024-01-10,0,Wednesday,2,1,False
2024-01-10 01:00:00,86.76,2024-01-10,1,Wednesday,2,1,False
2024-01-10 02:00:00,86.73,2024-01-10,2,Wednesday,2,1,False
2024-01-10 03:00:00,84.75,2024-01-10,3,Wednesday,2,1,False
2024-01-10 04:00:00,85.0,2024-01-10,4,Wednesday,2,1,False
2024-01-10 05:00:00,86.3,2024-01-10,5,Wednesday,2,1,False
2024-01-10 06:00:00,102.6,2024-01-10,6,Wednesday,2,1,False
2024-01-10 07:00:00,119.26,2024-01-10,7,Wednesday,2,1,False
2024-01-10 08:00:00,139.2,2024-01-10,8,Wednesday,2,1,False
2024-01-10 09:00:00,130.39,2024-01-10,9,Wednesday,2,1,False
2024-01-10 10:00:00,117.47,2024-01-10,10,Wednesday,2,1,False
2024-01-10 11:00:00,109.13,2024-01-10,11,Wednesday,2,1,False
2024-01-10 12:00:00,99.99,2024-01-10,12,Wednesday,2,1,False
2024-01-10 13:00:00,101.25,2024-01-10,13,Wednesday,2,1,False
2024-01-10 14:00:00,106.1,2024-01-10,14,Wednesday,2,1,False
2024-01-10 15:00:00,119.77,2024-01-10,15,Wednesday,2,1,False
2024-01-10 16:00:00,133.14,2024-01-10,16,Wednesday,2,1,False
2024-01-10 17:00:00,143.79,2024-01-10,17,Wednesday,2,1,False
2024-01-10 18:00:00,140.0,2024-01-10,18,Wednesday,2,1,False
2024-01-10 19:00:00,132.15,2024-01-10,19,Wednesday,2,1,False
2024-01-10 20:00:00,120.0,2024-01-10,20,Wednesday,2,1,False
2024-01-10 21:00:00,107.71,2024-01-10,21,Wednesday,2,1,False
2024-01-10 22:00:00,101.32,2024-01-10,22,Wednesday,2,1,False
2024-01-10 23:00:00,92.68,2024-01-10,23,Wednesday,2,1,False
2024-01-11 00:00:00,91.75,2024-01-11,0,Thursday,2,1,False
2024-01-11 01:00:00,88.59,2024-01-11,1,Thursday,2,1,False
2024-01-11 02:00:00,87.25,2024-01-11,2,Thursday,2,1,False
2024-01-11 03:00:00,82.38,2024-01-11,3,Thursday,2,1,False
2024-01-11 04:00:00,80.6,2024-01-11,4,Thursday,2,1,False
2024-01-11 05:00:00,86.92,2024-01-11,5,Thursday,2,1,False
2024-01-11 06:00:00,99.36,2024-01-11,6,Thursday,2,1,False
2024-01-11 07:00:00,116.89,2024-01-11,7,Thursday,2,1,False
2024-01-11 08:00:00,141.0,2024-01-11,8,Thursday,2,1,False
2024-01-11 09:00:00,129.16,2024-01-11,9,Thursday,2,1,False
2024-01-11 10:00:00,113.65,2024-01-11,10,Thursday,2,1,False
2024-01-11 11:00:00,106.48,2024-01-11,11,Thursday,2,1,False
2024-01-11 12:00:00,99.38,2024-01-11,12,Thursday,2,1,False
2024-01-11 13:00:00,99.0,2024-01-11,13,Thursday,2,1,False
2024-01-11 14:00:00,105.98,2024-01-11,14,Thursday,2,1,False
2024-01-11 15:00:00,113.71,2024-01-11,15,Thursday,2,1,False
2024-01-11 16:00:00,106.55,2024-01-11,16,Thursday,2,1,False
2024-01-11 17:00:00,126.87,2024-01-11,17,Thursday,2,1,False
2024-01-11 18:00:00,136.72,2024-01-11,18,Thursday,2,1,False
2024-01-11 19:00:00,132.31,2024-01-11,19,Thursday,2,1,False
2024-01-11 20:00:00,117.93,2024-01-11,20,Thursday,2,1,False
2024-01-11 21:00:00,107.19,2024-01-11,21,Thursday,2,1,False
2024-01-11 22:00:00,100.0,2024-01-11,22,Thursday,2,1,False
2024-01-11 23:00:00,93.26,2024-01-11,23,Thursday,2,1,False
2024-01-12 00:00:00,88.98,2024-01-12,0,Friday,2,1,False
2024-01-12 01:00:00,86.45,2024-01-12,1,Friday,2,1,False
2024-01-12 02:00:00,84.99,2024-01-12,2,Friday,2,1,False
2024-01-12 03:00:00,83.0,2024-01-12,3,Friday,2,1,False
2024-01-12 04:00:00,83.14,2024-01-12,4,Friday,2,1,False
2024-01-12 05:00:00,85.0,2024-01-12,5,Friday,2,1,False
2024-01-12 06:00:00,90.94,2024-01-12,6,Friday,2,1,False
2024-01-12 07:00:00,118.47,2024-01-12,7,Friday,2,1,False
2024-01-12 08:00:00,140.74,2024-01-12,8,Friday,2,1,False
2024-01-12 09:00:00,134.96,2024-01-12,9,Friday,2,1,False
2024-01-12 10:00:00,122.01,2024-01-12,10,Friday,2,1,False
2024-01-12 11:00:00,114.73,2024-01-12,11,Friday,2,1,False
2024-01-12 12:00:00,106.98,2024-01-12,12,Friday,2,1,False
2024-01-12 13:00:00,103.08,2024-01-12,13,Friday,2,1,False
2024-01-12 14:00:00,104.54,2024-01-12,14,Friday,2,1,False
2024-01-12 15:00:00,110.0,2024-01-12,15,Friday,2,1,False
2024-01-12 16:00:00,120.0,2024-01-12,16,Friday,2,1,False
2024-01-12 17:00:00,127.5,2024-01-12,17,Friday,2,1,False
2024-01-12 18:00:00,126.0,2024-01-12,18,Friday,2,1,False
2024-01-12 19:00:00,119.47,2024-01-12,19,Friday,2,1,False
2024-01-12 20:00:00,110.0,2024-01-12,20,Friday,2,1,False
2024-01-12 21:00:00,102.26,2024-01-12,21,Friday,2,1,False
2024-01-12 22:00:00,98.0,2024-01-12,22,Friday,2,1,False
2024-01-12 23:00:00,95.49,2024-01-12,23,Friday,2,1,False
2024-01-13 00:00:00,90.0,2024-01-13,0,Saturday,2,1,True
2024-01-13 01:00:00,87.48,2024-01-13,1,Saturday,2,1,True
2024-01-13 02:00:00,82.0,2024-01-13,2,Saturday,2,1,True
2024-01-13 03:00:00,78.47,2024-01-13,3,Saturday,2,1,True
2024-01-13 04:00:00,75.0,2024-01-13,4,Saturday,2,1,True
2024-01-13 05:00:00,75.0,2024-01-13,5,Saturday,2,1,True
2024-01-13 06:00:00,78.3,2024-01-13,6,Saturday,2,1,True
2024-01-13 07:00:00,85.59,2024-01-13,7,Saturday,2,1,True
2024-01-13 08:00:00,92.71,2024-01-13,8,Saturday,2,1,True
2024-01-13 09:00:00,94.83,2024-01-13,9,Saturday,2,1,True
2024-01-13 10:00:00,90.93,2024-01-13,10,Saturday,2,1,True
2024-01-13 11:00:00,88.4,2024-01-13,11,Saturday,2,1,True
2024-01-13 12:00:00,73.96,2024-01-13,12,Saturday,2,1,True
2024-01-13 13:00:00,71.45,2024-01-13,13,Saturday,2,1,True
2024-01-13 14:00:00,74.51,2024-01-13,14,Saturday,2,1,True
2024-01-13 15:00:00,80.4,2024-01-13,15,Saturday,2,1,True
2024-01-13 16:00:00,91.23,2024-01-13,16,Saturday,2,1,True
2024-01-13 17:00:00,99.3,2024-01-13,17,Saturday,2,1,True
2024-01-13 18:00:00,107.99,2024-01-13,18,Saturday,2,1,True
2024-01-13 19:00:00,103.14,2024-01-13,19,Saturday,2,1,True
2024-01-13 20:00:00,100.0,2024-01-13,20,Saturday,2,1,True
2024-01-13 21:00:00,96.63,2024-01-13,21,Saturday,2,1,True
2024-01-13 22:00:00,93.12,2024-01-13,22,Saturday,2,1,True
2024-01-13 23:00:00,90.0,2024-01-13,23,Saturday,2,1,True
2024-01-14 00:00:00,86.1,2024-01-14,0,Sunday,2,1,True
2024-01-14 01:00:00,82.78,2024-01-14,1,Sunday,2,1,True
2024-01-14 02:00:00,78.66,2024-01-14,2,Sunday,2,1,True
2024-01-14 03:00:00,72.53,2024-01-14,3,Sunday,2,1,True
2024-01-14 04:00:00,70.7,2024-01-14,4,Sunday,2,1,True
2024-01-14 05:00:00,73.13,2024-01-14,5,Sunday,2,1,True
2024-01-14 06:00:00,69.71,2024-01-14,6,Sunday,2,1,True
2024-01-14 07:00:00,74.4,2024-01-14,7,Sunday,2,1,True
2024-01-14 08:00:00,77.9,2024-01-14,8,Sunday,2,1,True
2024-01-14 09:00:00,86.81,2024-01-14,9,Sunday,2,1,True
2024-01-14 10:00:00,88.77,2024-01-14,10,Sunday,2,1,True
2024-01-14 11:00:00,89.77,2024-01-14,11,Sunday,2,1,True
2024-01-14 12:00:00,84.7,2024-01-14,12,Sunday,2,1,True
2024-01-14 13:00:00,77.04,2024-01-14,13,Sunday,2,1,True
2024-01-14 14:00:00,79.15,2024-01-14,14,Sunday,2,1,True
2024-01-14 15:00:00,82.32,2024-01-14,15,Sunday,2,1,True
2024-01-14 16:00:00,86.62,2024-01-14,16,Sunday,2,1,True
2024-01-14 17:00:00,91.86,2024-01-14,17,Sunday,2,1,True
2024-01-14 18:00:00,99.94,2024-01-14,18,Sunday,2,1,True
2024-01-14 19:00:00,92.01,2024-01-14,19,Sunday,2,1,True
2024-01-14 20:00:00,86.03,2024-01-14,20,Sunday,2,1,True
2024-01-14 21:00:00,84.49,2024-01-14,21,Sunday,2,1,True
2024-01-14 22:00:00,82.97,2024-01-14,22,Sunday,2,1,True
2024-01-14 23:00:00,72.52,2024-01-14,23,Sunday,2,1,True
2024-01-15 00:00:00,77.7,2024-01-15,0,Monday,3,1,False
2024-01-15 01:00:00,72.07,2024-01-15,1,Monday,3,1,False
2024-01-15 02:00:00,66.82,2024-01-15,2,Monday,3,1,False
2024-01-15 03:00:00,62.04,2024-01-15,3,Monday,3,1,False
2024-01-15 04:00:00,62.1,2024-01-15,4,Monday,3,1,False
2024-01-15 05:00:00,69.46,2024-01-15,5,Monday,3,1,False
2024-01-15 06:00:00,81.1,2024-01-15,6,Monday,3,1,False
2024-01-15 07:00:00,86.74,2024-01-15,7,Monday,3,1,False
2024-01-15 08:00:00,99.52,2024-01-15,8,Monday,3,1,False
2024-01-15 09:00:00,100.33,2024-01-15,9,Monday,3,1,False
2024-01-15 10:00:00,94.92,2024-01-15,10,Monday,3,1,False
2024-01-15 11:00:00,90.3,2024-01-15,11,Monday,3,1,False
2024-01-15 12:00:00,85.7,2024-01-15,12,Monday,3,1,False
2024-01-15 13:00:00,82.41,2024-01-15,13,Monday,3,1,False
2024-01-15 14:00:00,84.99,2024-01-15,14,Monday,3,1,False
2024-01-15 15:00:00,90.1,2024-01-15,15,Monday,3,1,False
2024-01-15 16:00:00,98.03,2024-01-15,16,Monday,3,1,False
2024-01-15 17:00:00,106.7,2024-01-15,17,Monday,3,1,False
2024-01-15 18:00:00,112.85,2024-01-15,18,Monday,3,1,False
2024-01-15 19:00:00,113.9,2024-01-15,19,Monday,3,1,False
2024-01-15 20:00:00,107.58,2024-01-15,20,Monday,3,1,False
2024-01-15 21:00:00,100.0,2024-01-15,21,Monday,3,1,False
2024-01-15 22:00:00,97.21,2024-01-15,22,Monday,3,1,False
2024-01-15 23:00:00,91.0,2024-01-15,23,Monday,3,1,False
2024-01-16 00:00:00,86.59,2024-01-16,0,Tuesday,3,1,False
2024-01-16 01:00:00,83.33,2024-01-16,1,Tuesday,3,1,False
2024-01-16 02:00:00,80.94,2024-01-16,2,Tuesday,3,1,False
2024-01-16 03:00:00,78.65,2024-01-16,3,Tuesday,3,1,False
2024-01-16 04:00:00,78.35,2024-01-16,4,Tuesday,3,1,False
2024-01-16 05:00:00,84.96,2024-01-16,5,Tuesday,3,1,False
2024-01-16 06:00:00,96.1,2024-01-16,6,Tuesday,3,1,False
2024-01-16 07:00:00,117.0,2024-01-16,7,Tuesday,3,1,False
2024-01-16 08:00:00,144.11,2024-01-16,8,Tuesday,3,1,False
2024-01-16 09:00:00,138.6,2024-01-16,9,Tuesday,3,1,False
2024-01-16 10:00:00,122.0,2024-01-16,10,Tuesday,3,1,False
2024-01-16 11:00:00,110.0,2024-01-16,11,Tuesday,3,1,False
2024-01-16 12:00:00,102.62,2024-01-16,12,Tuesday,3,1,False
2024-01-16 13:00:00,95.47,2024-01-16,13,Tuesday,3,1,False
2024-01-16 14:00:00,100.95,2024-01-16,14,Tuesday,3,1,False
